-183.502, 78.171, 1.478,  1.765
-183.497, 78.122, 1.482,  1.798
-183.492, 78.072, 1.487,  1.831
-183.487, 78.023, 1.493,  1.864
-183.482, 77.973, 1.500,  1.897
-183.477, 77.923, 1.508,  1.930
-183.472, 77.873, 1.515,  1.963
-183.467, 77.822, 1.523,  1.996
-183.463, 77.772, 1.530,  2.029
-183.458, 77.721, 1.538,  2.062
-183.453, 77.669, 1.544,  2.095
-183.448, 77.618, 1.550,  2.128
-183.443, 77.566, 1.556,  2.161
-183.438, 77.515, 1.561,  2.194
-183.433, 77.463, 1.566,  2.227
-183.428, 77.411, 1.570,  2.260
-183.423, 77.359, 1.574,  2.293
-183.417, 77.306, 1.578,  2.326
-183.412, 77.254, 1.582,  2.359
-183.407, 77.201, 1.586,  2.392
-183.402, 77.149, 1.590,  2.425
-183.397, 77.096, 1.594,  2.458
-183.392, 77.043, 1.598,  2.491
-183.386, 76.990, 1.603,  2.524
-183.382, 76.936, 1.607,  2.557
-183.377, 76.883, 1.612,  2.590
-183.372, 76.829, 1.617,  2.623
-183.367, 76.775, 1.623,  2.656
-183.362, 76.721, 1.628,  2.689
-183.357, 76.667, 1.634,  2.722
-183.353, 76.613, 1.639,  2.755
-183.348, 76.558, 1.645,  2.788
-183.343, 76.503, 1.650,  2.821
-183.338, 76.448, 1.656,  2.854
-183.332, 76.393, 1.661,  2.887
-183.327, 76.338, 1.666,  2.920
-183.322, 76.283, 1.672,  2.953
-183.317, 76.227, 1.677,  2.986
-183.312, 76.171, 1.682,  3.019
-183.307, 76.115, 1.687,  3.052
-183.301, 76.059, 1.692,  3.085
-183.296, 76.003, 1.697,  3.118
-183.291, 75.946, 1.702,  3.151
-183.287, 75.890, 1.708,  3.184
-183.282, 75.833, 1.713,  3.217
-183.277, 75.776, 1.718,  3.250
-183.272, 75.719, 1.724,  3.283
-183.267, 75.661, 1.729,  3.316
-183.262, 75.604, 1.734,  3.349
-183.257, 75.546, 1.740,  3.382
-183.252, 75.488, 1.745,  3.415
-183.247, 75.430, 1.751,  3.448
-183.242, 75.372, 1.756,  3.481
-183.237, 75.313, 1.762,  3.514
-183.232, 75.254, 1.767,  3.547
-183.226, 75.196, 1.773,  3.580
-183.221, 75.137, 1.778,  3.613
-183.216, 75.077, 1.784,  3.646
-183.211, 75.018, 1.790,  3.679
-183.205, 74.958, 1.795,  3.712
-183.201, 74.899, 1.801,  3.745
-183.196, 74.839, 1.806,  3.778
-183.191, 74.779, 1.812,  3.811
-183.186, 74.718, 1.818,  3.844
-183.181, 74.658, 1.823,  3.877
-183.176, 74.597, 1.829,  3.910
-183.171, 74.536, 1.835,  3.943
-183.166, 74.475, 1.841,  3.976
-183.161, 74.414, 1.846,  4.009
-183.156, 74.352, 1.852,  4.042
-183.151, 74.290, 1.858,  4.075
-183.146, 74.229, 1.864,  4.108
-183.140, 74.167, 1.869,  4.141
-183.135, 74.104, 1.875,  4.174
-183.130, 74.042, 1.881,  4.207
-183.125, 73.979, 1.887,  4.240
-183.120, 73.916, 1.893,  4.273
-183.115, 73.853, 1.898,  4.306
-183.110, 73.790, 1.904,  4.339
-183.105, 73.727, 1.910,  4.372
-183.100, 73.663, 1.916,  4.405
-183.095, 73.599, 1.922,  4.438
-183.090, 73.535, 1.929,  4.471
-183.085, 73.471, 1.935,  4.504
-183.080, 73.406, 1.941,  4.537
-183.075, 73.342, 1.947,  4.570
-183.070, 73.277, 1.953,  4.603
-183.065, 73.212, 1.959,  4.636
-183.060, 73.147, 1.965,  4.669
-183.054, 73.081, 1.971,  4.702
-183.049, 73.015, 1.977,  4.735
-183.044, 72.950, 1.983,  4.768
-183.039, 72.884, 1.989,  4.801
-183.034, 72.817, 1.995,  4.834
-183.029, 72.751, 2.002,  4.867
-183.024, 72.684, 2.008,  4.900
-183.019, 72.617, 2.014,  4.933
-183.014, 72.550, 2.020,  4.966
-183.009, 72.483, 2.027,  4.999
-183.004, 72.415, 2.033,  5.032
-182.999, 72.347, 2.040,  5.065
-182.994, 72.279, 2.046,  5.098
-182.989, 72.211, 2.052,  5.131
-182.984, 72.143, 2.059,  5.164
-182.978, 72.074, 2.065,  5.197
-182.973, 72.005, 2.072,  5.230
-182.968, 71.936, 2.078,  5.263
-182.963, 71.867, 2.084,  5.296
-182.958, 71.798, 2.091,  5.329
-182.953, 71.728, 2.097,  5.362
-182.949, 71.658, 2.104,  5.395
-182.944, 71.588, 2.111,  5.428
-182.939, 71.518, 2.117,  5.461
-182.934, 71.447, 2.124,  5.494
-182.929, 71.376, 2.131,  5.527
-182.923, 71.305, 2.137,  5.560
-182.918, 71.234, 2.144,  5.593
-182.913, 71.163, 2.151,  5.626
-182.908, 71.091, 2.157,  5.659
-182.903, 71.019, 2.164,  5.692
-182.898, 70.947, 2.171,  5.725
-182.892, 70.874, 2.178,  5.758
-182.887, 70.802, 2.184,  5.791
-182.883, 70.729, 2.191,  5.824
-182.878, 70.656, 2.198,  5.857
-182.873, 70.583, 2.204,  5.890
-182.868, 70.509, 2.211,  5.923
-182.863, 70.436, 2.218,  5.956
-182.858, 70.362, 2.225,  5.989
-182.853, 70.287, 2.232,  6.022
-182.848, 70.213, 2.239,  6.055
-182.843, 70.138, 2.246,  6.088
-182.838, 70.063, 2.253,  6.121
-182.832, 69.988, 2.260,  6.154
-182.827, 69.913, 2.267,  6.187
-182.822, 69.837, 2.274,  6.220
-182.817, 69.762, 2.281,  6.253
-182.812, 69.686, 2.288,  6.286
-182.807, 69.609, 2.296,  6.319
-182.803, 69.533, 2.303,  6.352
-182.798, 69.456, 2.310,  6.385
-182.793, 69.379, 2.317,  6.418
-182.788, 69.302, 2.324,  6.451
-182.783, 69.224, 2.331,  6.484
-182.778, 69.146, 2.339,  6.517
-182.773, 69.068, 2.346,  6.550
-182.768, 68.990, 2.353,  6.583
-182.762, 68.912, 2.360,  6.616
-182.757, 68.833, 2.368,  6.649
-182.752, 68.754, 2.375,  6.682
-182.748, 68.675, 2.382,  6.715
-182.743, 68.595, 2.390,  6.748
-182.738, 68.516, 2.397,  6.781
-182.733, 68.436, 2.405,  6.814
-182.728, 68.356, 2.412,  6.847
-182.723, 68.275, 2.420,  6.880
-182.718, 68.194, 2.428,  6.913
-182.713, 68.113, 2.435,  6.946
-182.708, 68.032, 2.443,  6.979
-182.703, 67.951, 2.451,  7.012
-182.698, 67.869, 2.458,  7.045
-182.693, 67.787, 2.466,  7.078
-182.688, 67.705, 2.473,  7.111
-182.684, 67.622, 2.481,  7.144
-182.679, 67.540, 2.488,  7.177
-182.674, 67.457, 2.496,  7.210
-182.669, 67.373, 2.504,  7.243
-182.664, 67.290, 2.512,  7.276
-182.659, 67.206, 2.519,  7.309
-182.654, 67.122, 2.527,  7.342
-182.649, 67.038, 2.535,  7.375
-182.644, 66.953, 2.543,  7.408
-182.639, 66.868, 2.551,  7.441
-182.634, 66.783, 2.559,  7.474
-182.629, 66.698, 2.567,  7.507
-182.624, 66.612, 2.575,  7.540
-182.619, 66.526, 2.583,  7.573
-182.614, 66.440, 2.591,  7.606
-182.609, 66.354, 2.599,  7.639
-182.603, 66.267, 2.607,  7.672
-182.598, 66.180, 2.615,  7.705
-182.593, 66.093, 2.623,  7.738
-182.588, 66.005, 2.632,  7.771
-182.582, 65.918, 2.640,  7.804
-182.577, 65.830, 2.648,  7.837
-182.572, 65.741, 2.656,  7.870
-182.567, 65.653, 2.664,  7.903
-182.562, 65.564, 2.673,  7.936
-182.557, 65.475, 2.681,  7.969
-182.552, 65.385, 2.689,  8.002
-182.547, 65.295, 2.698,  8.035
-182.542, 65.205, 2.707,  8.068
-182.537, 65.115, 2.715,  8.101
-182.532, 65.025, 2.724,  8.134
-182.527, 64.934, 2.732,  8.167
-182.522, 64.843, 2.741,  8.200
-182.517, 64.751, 2.749,  8.233
-182.511, 64.659, 2.758,  8.266
-182.507, 64.567, 2.766,  8.299
-182.502, 64.475, 2.775,  8.332
-182.497, 64.383, 2.783,  8.365
-182.492, 64.290, 2.792,  8.398
-182.487, 64.196, 2.801,  8.431
-182.482, 64.103, 2.810,  8.464
-182.477, 64.009, 2.818,  8.497
-182.472, 63.915, 2.827,  8.530
-182.467, 63.821, 2.836,  8.563
-182.462, 63.726, 2.845,  8.596
-182.457, 63.631, 2.854,  8.629
-182.453, 63.536, 2.863,  8.662
-182.448, 63.441, 2.872,  8.695
-182.443, 63.345, 2.881,  8.728
-182.438, 63.249, 2.890,  8.761
-182.434, 63.152, 2.899,  8.794
-182.429, 63.055, 2.908,  8.827
-182.424, 62.958, 2.917,  8.860
-182.419, 62.861, 2.926,  8.893
-182.414, 62.763, 2.936,  8.926
-182.409, 62.665, 2.945,  8.959
-182.404, 62.567, 2.954,  8.992
-182.399, 62.469, 2.963,  9.025
-182.395, 62.370, 2.972,  9.058
-182.390, 62.270, 2.982,  9.091
-182.385, 62.171, 2.991,  9.124
-182.381, 62.071, 3.001,  9.157
-182.376, 61.971, 3.010,  9.190
-182.371, 61.870, 3.020,  9.223
-182.366, 61.770, 3.029,  9.256
-182.361, 61.669, 3.039,  9.289
-182.357, 61.567, 3.048,  9.322
-182.352, 61.465, 3.058,  9.355
-182.347, 61.363, 3.067,  9.388
-182.343, 61.261, 3.077,  9.421
-182.338, 61.158, 3.087,  9.454
-182.334, 61.055, 3.097,  9.487
-182.329, 60.952, 3.106,  9.520
-182.324, 60.848, 3.116,  9.553
-182.320, 60.744, 3.126,  9.586
-182.315, 60.640, 3.136,  9.619
-182.310, 60.535, 3.146,  9.652
-182.306, 60.430, 3.155,  9.685
-182.301, 60.325, 3.165,  9.718
-182.297, 60.219, 3.175,  9.751
-182.292, 60.113, 3.185,  9.784
-182.288, 60.007, 3.195,  9.817
-182.283, 59.900, 3.206,  9.850
-182.278, 59.793, 3.216,  9.883
-182.274, 59.686, 3.226,  9.916
-182.269, 59.578, 3.236,  9.949
-182.264, 59.470, 3.246,  9.982
-182.260, 59.362, 3.257, 10.015
-182.256, 59.253, 3.267, 10.048
-182.251, 59.144, 3.277, 10.081
-182.247, 59.034, 3.288, 10.114
-182.242, 58.925, 3.298, 10.147
-182.238, 58.814, 3.308, 10.180
-182.233, 58.704, 3.319, 10.213
-182.229, 58.593, 3.330, 10.246
-182.224, 58.482, 3.340, 10.279
-182.220, 58.371, 3.351, 10.312
-182.215, 58.259, 3.361, 10.345
-182.211, 58.146, 3.372, 10.378
-182.207, 58.034, 3.382, 10.411
-182.202, 57.921, 3.393, 10.444
-182.198, 57.808, 3.404, 10.477
-182.193, 57.694, 3.415, 10.510
-182.189, 57.580, 3.425, 10.543
-182.185, 57.466, 3.436, 10.576
-182.180, 57.351, 3.447, 10.609
-182.176, 57.236, 3.458, 10.642
-182.172, 57.120, 3.469, 10.675
-182.167, 57.004, 3.480, 10.708
-182.163, 56.888, 3.491, 10.741
-182.159, 56.772, 3.502, 10.774
-182.155, 56.655, 3.513, 10.807
-182.150, 56.537, 3.524, 10.840
-182.146, 56.420, 3.536, 10.873
-182.141, 56.302, 3.547, 10.906
-182.137, 56.183, 3.558, 10.939
-182.133, 56.064, 3.569, 10.972
-182.129, 55.945, 3.581, 11.005
-182.125, 55.826, 3.592, 11.038
-182.121, 55.706, 3.604, 11.071
-182.117, 55.585, 3.615, 11.104
-182.112, 55.465, 3.627, 11.137
-182.108, 55.344, 3.638, 11.170
-182.104, 55.222, 3.650, 11.203
-182.100, 55.100, 3.661, 11.236
-182.096, 54.978, 3.673, 11.269
-182.092, 54.855, 3.685, 11.302
-182.087, 54.732, 3.696, 11.335
-182.083, 54.609, 3.708, 11.368
-182.079, 54.485, 3.720, 11.401
-182.075, 54.361, 3.732, 11.434
-182.071, 54.236, 3.743, 11.467
-182.067, 54.111, 3.755, 11.500
-182.063, 53.986, 3.767, 11.533
-182.059, 53.860, 3.779, 11.566
-182.055, 53.734, 3.791, 11.599
-182.051, 53.607, 3.804, 11.632
-182.047, 53.480, 3.816, 11.665
-182.043, 53.352, 3.828, 11.698
-182.039, 53.225, 3.840, 11.731
-182.035, 53.096, 3.852, 11.764
-182.031, 52.968, 3.865, 11.797
-182.027, 52.839, 3.877, 11.830
-182.023, 52.709, 3.889, 11.863
-182.019, 52.579, 3.902, 11.896
-182.015, 52.449, 3.914, 11.929
-182.012, 52.318, 3.927, 11.962
-182.008, 52.187, 3.939, 11.995
-182.004, 52.055, 3.951, 12.028
-182.000, 51.924, 3.963, 12.061
-181.996, 51.791, 3.976, 12.094
-181.992, 51.658, 3.988, 12.127
-181.988, 51.525, 4.000, 12.160
-181.985, 51.392, 4.013, 12.193
-181.981, 51.258, 4.025, 12.226
-181.977, 51.123, 4.038, 12.259
-181.973, 50.988, 4.051, 12.292
-181.969, 50.853, 4.064, 12.325
-181.966, 50.717, 4.076, 12.358
-181.962, 50.581, 4.089, 12.391
-181.958, 50.444, 4.102, 12.424
-181.955, 50.307, 4.115, 12.457
-181.951, 50.170, 4.128, 12.490
-181.947, 50.032, 4.141, 12.523
-181.943, 49.894, 4.154, 12.556
-181.940, 49.755, 4.167, 12.589
-181.936, 49.616, 4.180, 12.622
-181.932, 49.476, 4.193, 12.655
-181.929, 49.336, 4.206, 12.688
-181.925, 49.196, 4.220, 12.721
-181.921, 49.055, 4.233, 12.754
-181.918, 48.913, 4.246, 12.787
-181.914, 48.771, 4.259, 12.820
-181.911, 48.629, 4.273, 12.853
-181.907, 48.486, 4.286, 12.886
-181.904, 48.343, 4.300, 12.919
-181.900, 48.200, 4.314, 12.952
-181.897, 48.056, 4.327, 12.985
-181.893, 47.911, 4.341, 13.018
-181.890, 47.766, 4.355, 13.051
-181.886, 47.621, 4.368, 13.084
-181.883, 47.475, 4.382, 13.117
-181.879, 47.328, 4.396, 13.150
-181.876, 47.181, 4.410, 13.183
-181.872, 47.034, 4.424, 13.216
-181.869, 46.886, 4.438, 13.249
-181.865, 46.738, 4.452, 13.282
-181.862, 46.589, 4.466, 13.315
-181.859, 46.440, 4.480, 13.348
-181.855, 46.291, 4.494, 13.381
-181.852, 46.140, 4.508, 13.414
-181.849, 45.990, 4.523, 13.447
-181.845, 45.839, 4.537, 13.480
-181.842, 45.687, 4.551, 13.513
-181.839, 45.535, 4.565, 13.546
-181.835, 45.383, 4.580, 13.579
-181.832, 45.230, 4.594, 13.612
-181.829, 45.076, 4.609, 13.645
-181.826, 44.922, 4.623, 13.678
-181.822, 44.768, 4.638, 13.711
-181.819, 44.613, 4.653, 13.744
-181.816, 44.457, 4.668, 13.777
-181.813, 44.301, 4.682, 13.810
-181.810, 44.145, 4.697, 13.843
-181.806, 43.988, 4.712, 13.876
-181.803, 43.831, 4.727, 13.909
-181.800, 43.673, 4.742, 13.942
-181.797, 43.514, 4.757, 13.975
-181.794, 43.355, 4.772, 14.008
-181.790, 43.196, 4.787, 14.041
-181.787, 43.036, 4.802, 14.074
-181.784, 42.876, 4.817, 14.107
-181.781, 42.715, 4.833, 14.140
-181.778, 42.553, 4.848, 14.173
-181.775, 42.391, 4.863, 14.206
-181.772, 42.229, 4.879, 14.239
-181.769, 42.066, 4.894, 14.272
-181.766, 41.902, 4.910, 14.305
-181.763, 41.738, 4.925, 14.338
-181.760, 41.574, 4.941, 14.371
-181.757, 41.409, 4.956, 14.404
-181.754, 41.243, 4.972, 14.437
-181.751, 41.077, 4.988, 14.470
-181.748, 40.910, 5.003, 14.503
-181.745, 40.743, 5.019, 14.536
-181.742, 40.576, 5.035, 14.569
-181.739, 40.407, 5.051, 14.602
-181.736, 40.239, 5.067, 14.635
-181.733, 40.069, 5.082, 14.668
-181.730, 39.900, 5.095, 14.701
-181.728, 39.730, 5.093, 14.734
-181.725, 39.561, 5.075, 14.767
-181.722, 39.392, 5.056, 14.800
-181.719, 39.224, 5.043, 14.833
-181.716, 39.057, 5.037, 14.866
-181.713, 38.889, 5.039, 14.899
-181.710, 38.721, 5.049, 14.932
-181.708, 38.552, 5.067, 14.965
-181.705, 38.382, 5.093, 14.998
-181.702, 38.212, 5.127, 15.031
-181.699, 38.039, 5.167, 15.064
-181.696, 37.866, 5.213, 15.097
-181.694, 37.691, 5.261, 15.130
-181.691, 37.514, 5.310, 15.163
-181.688, 37.335, 5.357, 15.196
-181.685, 37.155, 5.400, 15.229
-181.682, 36.974, 5.438, 15.262
-181.680, 36.792, 5.469, 15.295
-181.677, 36.609, 5.494, 15.328
-181.674, 36.426, 5.512, 15.361
-181.671, 36.242, 5.525, 15.394
-181.668, 36.057, 5.532, 15.427
-181.666, 35.873, 5.536, 15.460
-181.663, 35.689, 5.537, 15.493
-181.660, 35.505, 5.536, 15.526
-181.658, 35.320, 5.535, 15.559
-181.655, 35.136, 5.534, 15.592
-181.652, 34.952, 5.535, 15.625
-181.650, 34.767, 5.539, 15.658
-181.647, 34.583, 5.545, 15.691
-181.644, 34.397, 5.555, 15.724
-181.642, 34.212, 5.569, 15.757
-181.639, 34.026, 5.587, 15.790
-181.637, 33.839, 5.609, 15.823
-181.634, 33.651, 5.634, 15.856
-181.632, 33.463, 5.662, 15.889
-181.629, 33.273, 5.692, 15.922
-181.627, 33.082, 5.724, 15.955
-181.624, 32.891, 5.755, 15.988
-181.622, 32.698, 5.787, 16.021
-181.619, 32.504, 5.816, 16.054
-181.617, 32.310, 5.844, 16.087
-181.614, 32.114, 5.869, 16.120
-181.612, 31.918, 5.892, 16.153
-181.609, 31.721, 5.911, 16.186
-181.607, 31.524, 5.928, 16.219
-181.604, 31.326, 5.943, 16.252
-181.602, 31.127, 5.956, 16.285
-181.600, 30.929, 5.968, 16.318
-181.597, 30.730, 5.979, 16.351
-181.595, 30.530, 5.989, 16.384
-181.593, 30.330, 6.001, 16.417
-181.590, 30.130, 6.013, 16.450
-181.588, 29.929, 6.027, 16.483
-181.586, 29.728, 6.042, 16.516
-181.583, 29.526, 6.059, 16.549
-181.581, 29.324, 6.078, 16.582
-181.579, 29.121, 6.098, 16.615
-181.577, 28.917, 6.121, 16.648
-181.575, 28.712, 6.145, 16.681
-181.572, 28.507, 6.170, 16.714
-181.570, 28.300, 6.195, 16.747
-181.568, 28.093, 6.221, 16.780
-181.566, 27.885, 6.247, 16.813
-181.563, 27.676, 6.272, 16.846
-181.561, 27.466, 6.296, 16.879
-181.559, 27.256, 6.319, 16.912
-181.557, 27.045, 6.341, 16.945
-181.555, 26.833, 6.362, 16.978
-181.553, 26.620, 6.381, 17.011
-181.551, 26.407, 6.399, 17.044
-181.548, 26.194, 6.417, 17.077
-181.546, 25.979, 6.434, 17.110
-181.544, 25.764, 6.451, 17.143
-181.542, 25.549, 6.468, 17.176
-181.540, 25.333, 6.486, 17.209
-181.538, 25.116, 6.504, 17.242
-181.536, 24.899, 6.522, 17.275
-181.534, 24.681, 6.542, 17.308
-181.532, 24.463, 6.563, 17.341
-181.530, 24.243, 6.585, 17.374
-181.528, 24.023, 6.608, 17.407
-181.526, 23.802, 6.631, 17.440
-181.524, 23.581, 6.655, 17.473
-181.522, 23.358, 6.679, 17.506
-181.520, 23.135, 6.704, 17.539
-181.518, 22.911, 6.728, 17.572
-181.516, 22.686, 6.752, 17.605
-181.514, 22.460, 6.776, 17.638
-181.512, 22.234, 6.799, 17.671
-181.510, 22.007, 6.821, 17.704
-181.508, 21.779, 6.843, 17.737
-181.506, 21.550, 6.864, 17.770
-181.504, 21.321, 6.884, 17.803
-181.502, 21.091, 6.904, 17.836
-181.500, 20.860, 6.924, 17.869
-181.498, 20.629, 6.944, 17.902
-181.496, 20.397, 6.965, 17.935
-181.494, 20.164, 6.985, 17.968
-181.492, 19.931, 7.007, 18.001
-181.490, 19.697, 7.028, 18.034
-181.488, 19.462, 7.051, 18.067
-181.486, 19.226, 7.074, 18.100
-181.485, 18.990, 7.098, 18.133
-181.483, 18.753, 7.122, 18.166
-181.481, 18.515, 7.146, 18.199
-181.479, 18.276, 7.170, 18.232
-181.477, 18.036, 7.195, 18.265
-181.475, 17.796, 7.220, 18.298
-181.474, 17.555, 7.244, 18.331
-181.472, 17.313, 7.268, 18.364
-181.470, 17.070, 7.292, 18.397
-181.468, 16.826, 7.315, 18.430
-181.466, 16.582, 7.339, 18.463
-181.465, 16.336, 7.362, 18.496
-181.463, 16.090, 7.384, 18.529
-181.461, 15.844, 7.407, 18.562
-181.459, 15.596, 7.430, 18.595
-181.458, 15.348, 7.453, 18.628
-181.456, 15.099, 7.477, 18.661
-181.454, 14.849, 7.500, 18.694
-181.453, 14.599, 7.524, 18.727
-181.451, 14.347, 7.548, 18.760
-181.449, 14.095, 7.572, 18.793
-181.447, 13.842, 7.597, 18.826
-181.446, 13.588, 7.622, 18.859
-181.444, 13.333, 7.647, 18.892
-181.442, 13.078, 7.672, 18.925
-181.441, 12.821, 7.697, 18.958
-181.439, 12.564, 7.722, 18.991
-181.437, 12.306, 7.747, 19.024
-181.436, 12.047, 7.772, 19.057
-181.434, 11.788, 7.797, 19.090
-181.432, 11.527, 7.822, 19.123
-181.431, 11.266, 7.847, 19.156
-181.429, 11.004, 7.872, 19.189
-181.427, 10.741, 7.897, 19.222
-181.426, 10.477, 7.922, 19.255
-181.424, 10.212, 7.947, 19.288
-181.423, 9.946, 7.973, 19.321
-181.421, 9.680, 7.998, 19.354
-181.419, 9.413, 8.024, 19.387
-181.418, 9.145, 8.050, 19.420
-181.416, 8.876, 8.076, 19.453
-181.415, 8.606, 8.102, 19.486
-181.413, 8.335, 8.129, 19.519
-181.411, 8.063, 8.155, 19.552
-181.410, 7.791, 8.182, 19.585
-181.408, 7.517, 8.208, 19.618
-181.407, 7.243, 8.235, 19.651
-181.405, 6.968, 8.262, 19.684
-181.404, 6.692, 8.289, 19.717
-181.402, 6.415, 8.316, 19.750
-181.400, 6.137, 8.343, 19.783
-181.399, 5.858, 8.370, 19.816
-181.397, 5.579, 8.397, 19.849
-181.396, 5.298, 8.424, 19.882
-181.394, 5.017, 8.451, 19.915
-181.393, 4.734, 8.478, 19.948
-181.391, 4.451, 8.506, 19.981
-181.390, 4.167, 8.533, 20.014
-181.388, 3.882, 8.561, 20.047
-181.387, 3.596, 8.588, 20.080
-181.385, 3.309, 8.616, 20.113
-181.384, 3.021, 8.644, 20.146
-181.382, 2.732, 8.672, 20.179
-181.380, 2.442, 8.700, 20.212
-181.379, 2.151, 8.728, 20.245
-181.377, 1.860, 8.757, 20.278
-181.376, 1.567, 8.785, 20.311
-181.374, 1.273, 8.814, 20.344
-181.373, 0.979, 8.842, 20.377
-181.371, 0.683, 8.871, 20.410
-181.370, 0.387, 8.900, 20.443
-181.368, 0.090, 8.929, 20.476
-181.367, -0.209, 8.958, 20.509
-181.365, -0.508, 8.987, 20.542
-181.364, -0.808, 9.016, 20.575
-181.362, -1.110, 9.045, 20.608
-181.361, -1.412, 9.074, 20.641
-181.359, -1.715, 9.104, 20.674
-181.358, -2.019, 9.133, 20.707
-181.356, -2.324, 9.163, 20.740
-181.355, -2.631, 9.193, 20.773
-181.353, -2.938, 9.223, 20.806
-181.352, -3.246, 9.253, 20.839
-181.350, -3.555, 9.283, 20.872
-181.349, -3.865, 9.313, 20.905
-181.347, -4.177, 9.343, 20.938
-181.345, -4.489, 9.373, 20.971
-181.344, -4.802, 9.404, 21.004
-181.342, -5.116, 9.434, 21.037
-181.341, -5.431, 9.465, 21.070
-181.339, -5.748, 9.496, 21.103
-181.338, -6.065, 9.527, 21.136
-181.336, -6.383, 9.558, 21.169
-181.335, -6.703, 9.589, 21.202
-181.333, -7.023, 9.620, 21.235
-181.332, -7.345, 9.651, 21.268
-181.330, -7.667, 9.683, 21.301
-181.329, -7.991, 9.714, 21.334
-181.327, -8.315, 9.746, 21.367
-181.326, -8.641, 9.778, 21.400
-181.324, -8.968, 9.809, 21.433
-181.323, -9.296, 9.841, 21.466
-181.321, -9.624, 9.873, 21.499
-181.320, -9.954, 9.905, 21.532
-181.318, -10.285, 9.938, 21.565
-181.316, -10.617, 9.970, 21.598
-181.315, -10.951, 10.002, 21.631
-181.313, -11.285, 10.035, 21.664
-181.312, -11.620, 10.067, 21.697
-181.310, -11.956, 10.100, 21.730
-181.309, -12.294, 10.133, 21.763
-181.307, -12.633, 10.166, 21.796
-181.305, -12.972, 10.199, 21.829
-181.304, -13.313, 10.232, 21.862
-181.302, -13.655, 10.266, 21.895
-181.301, -13.998, 10.299, 21.928
-181.299, -14.342, 10.333, 21.961
-181.298, -14.688, 10.366, 21.994
-181.296, -15.034, 10.400, 22.027
-181.294, -15.381, 10.434, 22.060
-181.293, -15.730, 10.468, 22.093
-181.291, -16.080, 10.502, 22.126
-181.289, -16.431, 10.537, 22.159
-181.288, -16.783, 10.571, 22.192
-181.286, -17.136, 10.605, 22.225
-181.285, -17.491, 10.640, 22.258
-181.283, -17.846, 10.675, 22.291
-181.281, -18.203, 10.710, 22.324
-181.280, -18.561, 10.745, 22.357
-181.278, -18.920, 10.780, 22.390
-181.276, -19.280, 10.815, 22.423
-181.275, -19.641, 10.850, 22.456
-181.273, -20.004, 10.886, 22.489
-181.271, -20.368, 10.921, 22.522
-181.270, -20.733, 10.957, 22.555
-181.268, -21.099, 10.992, 22.588
-181.266, -21.466, 11.028, 22.621
-181.264, -21.835, 11.064, 22.654
-181.263, -22.204, 11.101, 22.687
-181.261, -22.575, 11.137, 22.720
-181.259, -22.947, 11.173, 22.753
-181.258, -23.321, 11.210, 22.786
-181.256, -23.695, 11.246, 22.819
-181.254, -24.071, 11.283, 22.852
-181.252, -24.448, 11.320, 22.885
-181.251, -24.826, 11.357, 22.918
-181.249, -25.206, 11.394, 22.951
-181.247, -25.587, 11.431, 22.984
-181.245, -25.969, 11.469, 23.017
-181.243, -26.352, 11.506, 23.050
